ID,Název nemovitosti,Cena,GPS souřadnice,src_web,ins_dt,upd_dt,del_flag,URL,Poznámka k ceně,Upozornění,Číslo zakázky,Druh pozemku,Celková plocha,Inženýrské sítě,Typ nemovitosti,Umístění objektu,K nastěhování,Odpad,Voda,Poloha objektu,Počet podlaží v objektu,Užitná plocha,Plocha parcely,Druh objektu,Stav objektu,Plocha zahrady,Plyn,Typ domu,Energetická náročnost budovy,Dispozice,Číslo podlaží,Podlahová plocha,Vlastnictví,Bezbariérový byt,Zastavěná plocha,Počet parkovacích míst,Počet podlaží pod zemí,Výtah,Měrná vypočtená roční spotřeba energie v kWh/m²/rok,Telekomunikace,Doprava,Elektřina,Ostatní rozvody,Vybaveno,Občanská vybavenost,Plocha kanceláří,Vybavení kanceláří,Charakter okolní zástavby,Garáž,Rok výstavby,Druh prostor,Rok rekonstrukce
409347,"Prodej pozemku 21819 m², Hukvaldy(ID 133-NP02377)","10 999 000
																		CZK/ za nemovitost","49°37'12.7""N,18°13'07.2""E",remax,2025-05-15 17:26:29,2025-05-15 17:26:29,False,https://www.remax-czech.cz/reality/detail/409347/prodej-pozemku-21819-m2-hukvaldy,,Prodávající si vyhrazuje právo vybrat kupujícího na základě jím zvolených kritérií.,ID 133-NP02377,Pro bydlení,21 819 m²,Vodovod,Pozemky,Klidná část obce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414329,"Prodej pozemku 679 m², Ludgeřovice(ID 306-NP83330)","2 200 000
																		CZK/ za nemovitost","49°53'36""N,18°14'20.3""E",remax,2025-05-15 17:26:29,2025-05-15 17:26:29,False,https://www.remax-czech.cz/reality/detail/414329/prodej-pozemku-679-m2-ludgerovice,,Prodávající si vyhrazuje právo vybrat kupujícího na základě jím zvolených kritérií.,ID 306-NP83330,Pro bydlení,679 m²,"Vodovod, Kanalizace, Elektřina",Pozemky,Rušná část obce,15. 5. 2025,Kanalizace,Dálkový rozvod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414385,"Prodej domu 151 m², Sedlčany(ID 218-NP06441)","11 980 000
																		CZK/ za nemovitost","49°39'12.6""N,14°25'10.5""E",remax,2025-05-15 17:26:29,2025-05-15 17:26:29,False,https://www.remax-czech.cz/reality/detail/414385/prodej-domu-151-m2-sedlcany,,Prodávající si vyhrazuje právo vybrat kupujícího na základě jím zvolených kritérií.,ID 218-NP06441,,,,Domy a vily,,,Kanalizace,,Řadový,2.0,151 m²,151 m²,Cihlová,Velmi dobrý,800 m²,Plynovod,Patrový,G,,,,,,,,,,,,,,,,,,,,,,,
414398,"Prodej bytu 4+kk v osobním vlastnictví 113 m², Zlín(ID 223-NP02806)","10 821 664
																		CZK/ za nemovitost","49°12'08.3""N,17°34'54.3""E",remax,2025-05-15 17:26:29,2025-05-15 17:26:29,False,https://www.remax-czech.cz/reality/detail/414398/prodej-bytu-4-kk-v-osobnim-vlastnictvi-113-m2-zlin,včetně DPH,Prodávající si vyhrazuje právo vybrat kupujícího na základě jím zvolených kritérií.,ID 223-NP02806,,,,Byty,Klidná část obce,,,,,6.0,101 m²,,Skeletová,Ve výstavbě (hrubá stavba),,,,B,4+kk,5.0,113 m²,Osobní,Ano,760 m²,1.0,1.0,Ano,77.0,,,,,,,,,,,,,
414382,"Prodej domu 134 m², Jihlava(ID 143-NP07026)","13 900 000
																		CZK/ za nemovitost","49°24'27.5""N,15°33'23.2""E",remax,2025-05-15 17:26:29,2025-05-15 17:26:29,False,https://www.remax-czech.cz/reality/detail/414382/prodej-domu-134-m2-jihlava,cena včetně provize RK,Prodávající si vyhrazuje právo vybrat kupujícího na základě jím zvolených kritérií.,ID 143-NP07026,,,,Domy a vily,Klidná část obce,,Kanalizace,Dálkový rozvod,Řadový,1.0,134 m²,600 m²,Cihlová,Novostavba,,Plynovod,Přízemní,,,,,,Ano,185 m²,,,,,Internet,,,,,,,,,,,,
414445,"Prodej bytu 3+1 v osobním vlastnictví 74 m², Kladno(ID 023-NP08458)","5 740 000
																		CZK/ za nemovitost","50°08'08.2""N,14°05'54.2""E",remax,2025-05-15 17:26:29,2025-05-15 17:26:29,False,https://www.remax-czech.cz/reality/detail/414445/prodej-bytu-3-1-v-osobnim-vlastnictvi-74-m2-kladno,"kupní cena vč. právního servisu, advokátní úschovy kupní ceny a odměny RK",Prodávající si vyhrazuje právo vybrat kupujícího na základě jím zvolených kritérií.,ID 023-NP08458,,,,Byty,,,Kanalizace,Dálkový rozvod,,11.0,67 m²,,Panelová,Velmi dobrý,,Plynovod,,C,3+1,10.0,74 m²,Osobní,,755 m²,,1.0,Ano,,,"Vlak, Dálnice, Silnice, MHD, Autobus",230 V,"Kabelové rozvody, Ostatní rozvody",Ano,,,,,,,,
414427,"Prodej pozemku 15134 m², Přelouč(ID 020-NP10182)","53 131 000
																		CZK/ za nemovitost","50°02'11.4""N,15°34'33.2""E",remax,2025-05-15 17:26:29,2025-05-15 17:26:29,False,https://www.remax-czech.cz/reality/detail/414427/prodej-pozemku-15134-m2-prelouc,,Prodávající si vyhrazuje právo vybrat kupujícího na základě jím zvolených kritérií.,ID 020-NP10182,Pro komerční výstavbu,15 134 m²,"Vodovod, Elektřina",Pozemky,Centrum obce,,,Dálkový rozvod,,,,,,,,,,,,,,,,,,,,,,"Vlak, Silnice, Autobus","230 V, 400 V",Ostatní rozvody,,Kompletní síť obchodů a služeb,,,,,,,
414429,"Prodej apartmánu 71 m², Loučná nad Desnou(ID 349-NP00055)","4 300 000
																		CZK/ za nemovitost","50°03'51""N,17°05'13.3""E",remax,2025-05-15 17:26:29,2025-05-15 17:26:29,False,https://www.remax-czech.cz/reality/detail/414429/prodej-apartmanu-71-m2-loucna-nad-desnou,,Prodávající si vyhrazuje právo vybrat kupujícího na základě jím zvolených kritérií.,ID 349-NP00055,,71 m²,,Komerční prostory,Okraj obce,,Septik,Dálkový rozvod,,2.0,,,Smíšená,Po rekonstrukci,,,Patrový,G,,1.0,,,,393 m²,,1.0,,,Internet,"Vlak, Autobus",,,Ano,,71 m²,Ano,,,,,
414448,"Prodej domu 163 m², Orlová(ID 306-NP83329)","5 200 000
																		CZK/ za nemovitost","49°51'13.1""N,18°24'13.4""E",remax,2025-05-15 17:26:29,2025-05-15 17:26:29,False,https://www.remax-czech.cz/reality/detail/414448/prodej-domu-163-m2-orlova,hypotému Vám vyřídíme za nejlepších podmínek!,Prodávající si vyhrazuje právo vybrat kupujícího na základě jím zvolených kritérií.,ID 306-NP83329,,,,Domy a vily,Klidná část obce,,Septik,Dálkový rozvod,Samostatný,2.0,163 m²,1 935 m²,Cihlová,Velmi dobrý,1 500 m²,,Patrový,G,,,,,,116 m²,3.0,,,,Internet,,230 V,,,,,,Obytná,Ano,,,
414401,"Prodej pozemku 882 m², Praha 5 - Košíře(ID 273-NP03924)","24 990 000
																		CZK/ za nemovitost","50°04'02.8""N,14°22'24.1""E",remax,2025-05-15 17:26:29,2025-05-15 17:26:29,False,https://www.remax-czech.cz/reality/detail/414401/prodej-pozemku-882-m2-praha-5-kosire,,Prodávající si vyhrazuje právo vybrat kupujícího na základě jím zvolených kritérií.,ID 273-NP03924,Pro bydlení,882 m²,"Vodovod, Kanalizace, Plyn, Elektřina",Pozemky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414440,"Prodej domu 245 m², Nový Knín(ID 218-NP06444)","15 300 000
																		CZK/ za nemovitost","49°47'04.2""N,14°17'26.2""E",remax,2025-05-15 17:26:29,2025-05-15 17:26:29,False,https://www.remax-czech.cz/reality/detail/414440/prodej-domu-245-m2-novy-knin,Cena včetně provize a právního servisu.,Prodávající si vyhrazuje právo vybrat kupujícího na základě jím zvolených kritérií.,ID 218-NP06444,,,,Domy a vily,Klidná část obce,15. 5. 2025,"Kanalizace, Septik",Dálkový rozvod,Samostatný,2.0,245 m²,2 100 m²,Smíšená,Velmi dobrý,1 856 m²,,Patrový,G,,,,,,245 m²,,,,,Internet,"Vlak, Dálnice, Silnice, MHD, Autobus",,,Ano,,,,Obytná,Ano,,,
414451,"Prodej bytu 3+1 v osobním vlastnictví 78 m², Moravská Třebová(ID 020-NP10184)","2 690 000
																		CZK/ za nemovitost","49°45'14.8""N,16°40'26.1""E",remax,2025-05-15 17:26:29,2025-05-15 17:26:29,False,https://www.remax-czech.cz/reality/detail/414451/prodej-bytu-3-1-v-osobnim-vlastnictvi-78-m2-moravska-trebova,včetně provize a právního servisu,Prodávající si vyhrazuje právo vybrat kupujícího na základě jím zvolených kritérií.,ID 020-NP10184,,,,Byty,,,Kanalizace,Dálkový rozvod,,4.0,70 m²,,Cihlová,Dobrý,,Plynovod,,G,3+1,1.0,78 m²,Osobní,,197 m²,,,,,,,230 V,,,,,,,,,,
414443,"Prodej bytu 2+kk v družstevním vlastnictví 43 m², Praha 4 - Braník(ID 059-NP07515)","5 300 000
																		CZK/ za nemovitost","50°01'26.6""N,14°26'26.6""E",remax,2025-05-15 17:26:29,2025-05-15 17:26:29,False,https://www.remax-czech.cz/reality/detail/414443/prodej-bytu-2-kk-v-druzstevnim-vlastnictvi-43-m2-praha-4-branik,cena včetně právního servisu a provize RK,Prodávající si vyhrazuje právo vybrat kupujícího na základě jím zvolených kritérií.,ID 059-NP07515,,,,Byty,Sídliště,1. 6. 2025,Kanalizace,Dálkový rozvod,,8.0,43 m²,,Panelová,Dobrý,,Plynovod,,C,2+kk,4.0,43 m²,Družstevní,,225 m²,,,Ano,128.0,Internet,"Vlak, Dálnice, Silnice, MHD, Autobus",230 V,,,,,,,,,,
414425,"Prodej chaty / chalupy 27 m², Kaplice(ID 111-NP08303)","1 890 000
																		CZK/ za nemovitost","48°44'46""N,14°28'54""E",remax,2025-05-15 17:26:29,2025-05-15 17:26:29,False,https://www.remax-czech.cz/reality/detail/414425/prodej-chaty-chalupy-27-m2-kaplice,,Prodávající si vyhrazuje právo vybrat kupujícího na základě jím zvolených kritérií.,ID 111-NP08303,,27 m²,,Chaty a rekreační objekty,Klidná část obce,15. 5. 2025,,,Samostatný,,27 m²,643 m²,Cihlová,Dobrý,616 m²,,Přízemní,G,,,,,,27 m²,,1.0,,,,,"230 V, 400 V",,,,,,,,1 984,,
414422,"Prodej bytu 3+1 v osobním vlastnictví 85 m², Znojmo(ID 213-NP01989)","4 250 000
																		CZK/ za nemovitost","48°51'35.3""N,16°03'10.9""E",remax,2025-05-15 17:26:29,2025-05-15 17:26:29,False,https://www.remax-czech.cz/reality/detail/414422/prodej-bytu-3-1-v-osobnim-vlastnictvi-85-m2-znojmo,Cena včetně provize a právního servisu,Prodávající si vyhrazuje právo vybrat kupujícího na základě jím zvolených kritérií.,ID 213-NP01989,,,,Byty,Klidná část obce,,Kanalizace,Dálkový rozvod,,3.0,85 m²,,Cihlová,Velmi dobrý,,Plynovod,,G,3+1,3.0,85 m²,Osobní,,362 m²,1.0,4.0,,,Internet,"Vlak, Silnice, MHD, Autobus",230 V,"Satelit, Kabelová televize",Ano,,,,Obytná,,,,
413465,"Prodej domu 155 m², Černolice(ID 330-NP00244)","12 590 000
																		CZK/ za nemovitost",,remax,2025-05-15 17:26:29,2025-05-15 17:26:29,False,https://www.remax-czech.cz/reality/detail/413465/prodej-domu-155-m2-cernolice,cena včetně provize a právního servisu,Prodávající si vyhrazuje právo vybrat kupujícího na základě jím zvolených kritérií.,ID 330-NP00244,,,,Domy a vily,Klidná část obce,,Kanalizace,,Samostatný,3.0,155 m²,624 m²,Smíšená,Dobrý,,Plynovod,Patrový,G,,,,,,111 m²,,,,,,,,,,,,,,,,,
414444,"Prodej bytu 3+kk v osobním vlastnictví 93 m², Brandýs nad Labem-Stará Boleslav(ID 114-NP10069)","9 597 880
																		CZK/ za nemovitost","50°10'45.9""N,14°39'48.2""E",remax,2025-05-15 17:26:29,2025-05-15 17:26:29,False,https://www.remax-czech.cz/reality/detail/414444/prodej-bytu-3-kk-v-osobnim-vlastnictvi-93-m2-brandys-nad-labem-stara-boleslav,"konečná cena včetně DPH, provize a právního servisu",Prodávající si vyhrazuje právo vybrat kupujícího na základě jím zvolených kritérií.,ID 114-NP10069,,,,Byty,,,Kanalizace,Dálkový rozvod,,4.0,93 m²,,Cihlová,Novostavba,,,,B,3+kk,2.0,93 m²,Osobní,,,,,Ano,,,,230 V,,,,,,,Ano,,,
414408,"Prodej domu 100 m², Rybníček(ID 058-NP04337)","2 250 000
																		CZK/ za nemovitost","49°16'35""N,17°04'20.3""E",remax,2025-05-15 17:26:29,2025-05-15 17:26:29,False,https://www.remax-czech.cz/reality/detail/414408/prodej-domu-100-m2-rybnicek,včetně provize a právních služeb,Prodávající si vyhrazuje právo vybrat kupujícího na základě jím zvolených kritérií.,ID 058-NP04337,,,,Domy a vily,Centrum obce,,,Dálkový rozvod,Rohový,1.0,100 m²,416 m²,Smíšená,Před rekonstrukcí,,,Přízemní,G,,,,,,150 m²,,,,,,,230 V,,,,,,,Ano,,,
414418,"Prodej nájemního domu 384 m², Budišov nad Budišovkou(ID 158-NP02464)","5 300 000
																		CZK/ za nemovitost","49°47'53.9""N,17°34'15.1""E",remax,2025-05-15 17:26:29,2025-05-15 17:26:29,False,https://www.remax-czech.cz/reality/detail/414418/prodej-najemniho-domu-384-m2-budisov-nad-budisovkou,Včetně provize a právního servisu.,Prodávající si vyhrazuje právo vybrat kupujícího na základě jím zvolených kritérií.,ID 158-NP02464,,384 m²,,Nájemní domy,Klidná část obce,,Septik,,,3.0,384 m²,,Panelová,Dobrý,1 428 m²,,,G,,,,,,203 m²,,,,,,,,,,,,,,,,,
414368,"Prodej domu 260 m², Trnov(ID 305-NP00699)","4 600 000
																		CZK/ za nemovitost","50°13'42.9""N,16°10'15""E",remax,2025-05-15 17:26:29,2025-05-15 17:26:29,False,https://www.remax-czech.cz/reality/detail/414368/prodej-domu-260-m2-trnov,,Prodávající si vyhrazuje právo vybrat kupujícího na základě jím zvolených kritérií.,ID 305-NP00699,,,,Domy a vily,Klidná část obce,,Septik,Dálkový rozvod,Samostatný,1.0,260 m²,451 m²,Smíšená,Velmi dobrý,326 m²,,Patrový,G,,,,,,144 m²,,1.0,,,,,,,,,,,,Ano,,,
414278,"Prodej chaty / chalupy 51 m², Mokrá-Horákov(ID 077-NP06623)","650 000
																		CZK/ za nemovitost","49°13'21.3""N,16°43'09.1""E",remax,2025-05-15 17:26:29,2025-05-15 17:26:29,False,https://www.remax-czech.cz/reality/detail/414278/prodej-chaty-chalupy-51-m2-mokra-horakov,"Cena včetně právního servisu, provizi u této nabídky nehradíte.",Prodávající si vyhrazuje právo vybrat kupujícího na základě jím zvolených kritérií.,ID 077-NP06623,,51 m²,,Chaty a rekreační objekty,Okraj obce,1. 5. 2025,,Zdroj pro celý objekt,Samostatný,1.0,51 m²,51 m²,Smíšená,Dobrý,,,Přízemní,,,,,,,51 m²,2.0,1.0,,,,"Silnice, MHD, Autobus",,,Ano,,,,Rekreační,,,,
414277,"Prodej obchodních prostor 250 m², Třebíč(ID 143-NP07021)","15 800 000
																		CZK/ za nemovitost","49°12'52.2""N,15°53'10.9""E",remax,2025-05-15 17:26:29,2025-05-15 17:26:29,False,https://www.remax-czech.cz/reality/detail/414277/prodej-obchodnich-prostor-250-m2-trebic,cena včetně provize RK,Prodávající si vyhrazuje právo vybrat kupujícího na základě jím zvolených kritérií.,ID 143-NP07021,,250 m²,,Komerční prostory,Centrum obce,,Kanalizace,Dálkový rozvod,,3.0,,,Cihlová,Velmi dobrý,,Plynovod,Přízemní,,,,,,,114 m²,,,,,,,,,,,250 m²,,,,,Obchodní,
414303,"Prodej pozemku 2667 m², Kunice(ID 114-NP10067)","12 900 000
																		CZK/ za nemovitost","49°55'06.1""N,14°40'33.6""E",remax,2025-05-15 17:26:29,2025-05-15 17:26:29,False,https://www.remax-czech.cz/reality/detail/414303/prodej-pozemku-2667-m2-kunice,,Prodávající si vyhrazuje právo vybrat kupujícího na základě jím zvolených kritérií.,ID 114-NP10067,Pro bydlení,2 667 m²,"Vodovod, Kanalizace, Plyn, Elektřina",Pozemky,Okraj obce,,Kanalizace,Dálkový rozvod,,,,,,,,Plynovod,,,,,,,,,,,,,,"Dálnice, Autobus","120 V, 230 V, 400 V",,,,,,,,,,
414282,"Prodej bytu 2+1 v osobním vlastnictví 51 m², Kladno(ID 254-NP00782)","4 490 000
																		CZK/ za nemovitost","50°08'20.7""N,14°04'48""E",remax,2025-05-15 17:26:29,2025-05-15 17:26:29,False,https://www.remax-czech.cz/reality/detail/414282/prodej-bytu-2-1-v-osobnim-vlastnictvi-51-m2-kladno,,Prodávající si vyhrazuje právo vybrat kupujícího na základě jím zvolených kritérií.,ID 254-NP00782,,,,Byty,Klidná část obce,15. 5. 2025,Kanalizace,,,5.0,51 m²,,Cihlová,Velmi dobrý,,Plynovod,,G,2+1,5.0,51 m²,Osobní,,,,,,,,,,,Ano,,,,,,,,
414334,"Prodej bytu 5+kk v osobním vlastnictví 164 m², České Budějovice(ID 111-NP08302)","13 600 000
																		CZK/ za nemovitost","48°58'41.7""N,14°27'25""E",remax,2025-05-15 17:26:29,2025-05-15 17:26:29,False,https://www.remax-czech.cz/reality/detail/414334/prodej-bytu-5-kk-v-osobnim-vlastnictvi-164-m2-ceske-budejovice,,Prodávající si vyhrazuje právo vybrat kupujícího na základě jím zvolených kritérií.,ID 111-NP08302,,,,Byty,Centrum obce,,Kanalizace,Dálkový rozvod,,6.0,164 m²,,Cihlová,Velmi dobrý,,Plynovod,,B,5+kk,6.0,164 m²,Osobní,,,,,Ano,91.0,Internet,"Vlak, Dálnice, Silnice, MHD, Autobus",230 V,,Ano,,,,Obytná,Ano,,,
414325,"Prodej chaty / chalupy 42 m², Plzeň(ID 228-NP02286)","4 500 000
																		CZK/ za nemovitost","49°46'01.6""N,13°23'06""E",remax,2025-05-15 17:26:29,2025-05-15 17:26:29,False,https://www.remax-czech.cz/reality/detail/414325/prodej-chaty-chalupy-42-m2-plzen,včetně provize a právního servisu,Prodávající si vyhrazuje právo vybrat kupujícího na základě jím zvolených kritérií.,ID 228-NP02286,,42 m²,,Chaty a rekreační objekty,Klidná část obce,1. 9. 2025,,Dálkový rozvod,Samostatný,1.0,42 m²,53 m²,Cihlová,Velmi dobrý,1 014 m²,,Přízemní,G,,,,,,53 m²,,,,,,,400 V,,,,,,,,,,
414291,"Prodej bytu 2+kk v osobním vlastnictví 44 m², Praha 5 - Zbraslav(ID 281-NP00231)","5 200 000
																		CZK/ za nemovitost","49°57'56.7""N,14°22'49.8""E",remax,2025-05-15 17:26:29,2025-05-15 17:26:29,False,https://www.remax-czech.cz/reality/detail/414291/prodej-bytu-2-kk-v-osobnim-vlastnictvi-44-m2-praha-5-zbraslav,,Prodávající si vyhrazuje právo vybrat kupujícího na základě jím zvolených kritérií.,ID 281-NP00231,,,,Byty,Klidná část obce,1. 6. 2025,Kanalizace,Dálkový rozvod,,4.0,44 m²,,Panelová,Velmi dobrý,,,,C,2+kk,3.0,44 m²,Osobní,,44 m²,,,,,Internet,"Dálnice, Silnice, MHD, Autobus",230 V,,,,,,Obytná,,,,
413827,"Prodej bytu 2+1 v osobním vlastnictví 67 m², Uherský Brod(ID 198-NP02615)","4 250 000
																		CZK/ za nemovitost",,remax,2025-05-15 17:26:29,2025-05-15 17:26:29,False,https://www.remax-czech.cz/reality/detail/413827/prodej-bytu-2-1-v-osobnim-vlastnictvi-67-m2-uhersky-brod,Vše v ceně,Prodávající si vyhrazuje právo vybrat kupujícího na základě jím zvolených kritérií.,ID 198-NP02615,,,,Byty,Sídliště,14. 5. 2025,Kanalizace,Dálkový rozvod,,5.0,67 m²,,Panelová,Velmi dobrý,,Plynovod,,C,2+1,2.0,67 m²,Osobní,,740 m²,,,Ano,,Internet,"Vlak, Silnice, MHD, Autobus",230 V,,Ano,,,,Obytná,,,,
414283,"Prodej domu 72 m², Vracov(ID 163-NP04964)","4 480 000
																		CZK/ za nemovitost","48°58'31.1""N,17°12'29.9""E",remax,2025-05-15 17:26:29,2025-05-15 17:26:29,False,https://www.remax-czech.cz/reality/detail/414283/prodej-domu-72-m2-vracov,Kompletní cena,Prodávající si vyhrazuje právo vybrat kupujícího na základě jím zvolených kritérií.,ID 163-NP04964,,,,Domy a vily,Klidná část obce,,Kanalizace,Dálkový rozvod,Samostatný,1.0,72 m²,329 m²,Cihlová,Dobrý,,Plynovod,Přízemní,E,,,,,,252 m²,1.0,,,236.0,,"Vlak, Silnice, Autobus","230 V, 400 V",,Ano,,,,Obytná,,,,
414319,"Prodej bytu 1+kk v osobním vlastnictví 37 m², Praha 5 - Košíře(ID 010-NP04785)","6 450 000
																		CZK/ za nemovitost","50°04'04.7""N,14°22'14.4""E",remax,2025-05-15 17:26:29,2025-05-15 17:26:29,False,https://www.remax-czech.cz/reality/detail/414319/prodej-bytu-1-kk-v-osobnim-vlastnictvi-37-m2-praha-5-kosire,cena je včetně provize a veškerého právního servisu,Prodávající si vyhrazuje právo vybrat kupujícího na základě jím zvolených kritérií.,ID 010-NP04785,,,,Byty,Klidná část obce,,Kanalizace,Dálkový rozvod,,6.0,37 m²,,Cihlová,Novostavba,,Plynovod,,C,1+kk,1.0,37 m²,Osobní,,265 m²,,,Ano,,,,230 V,,Ano,,,,,Ano,,,
414311,"Prodej domu 280 m², Jesenice(ID 273-NP03920)","30 500 000
																		CZK/ za nemovitost","49°58'30""N,14°31'18.8""E",remax,2025-05-15 17:26:29,2025-05-15 17:26:29,False,https://www.remax-czech.cz/reality/detail/414311/prodej-domu-280-m2-jesenice,včetně provize a právního servisu,Prodávající si vyhrazuje právo vybrat kupujícího na základě jím zvolených kritérií.,ID 273-NP03920,,,,Domy a vily,Klidná část obce,14. 5. 2025,Kanalizace,Dálkový rozvod,Samostatný,2.0,280 m²,2 762 m²,Cihlová,Po rekonstrukci,2 544 m²,Plynovod,Patrový,G,,,,,,218 m²,4.0,1.0,,,Internet,"Dálnice, Silnice, MHD, Autobus",230 V,Kabelové rozvody,Ano,,,,Obytná,Ano,2 002,,2018.0
414305,"Prodej bytu 2+1 v osobním vlastnictví 62 m², Olomouc(ID 064-NP04041)","5 030 000
																		CZK/ za nemovitost","49°35'54.1""N,17°13'26.5""E",remax,2025-05-15 17:26:29,2025-05-15 17:26:29,False,https://www.remax-czech.cz/reality/detail/414305/prodej-bytu-2-1-v-osobnim-vlastnictvi-62-m2-olomouc,,Prodávající si vyhrazuje právo vybrat kupujícího na základě jím zvolených kritérií.,ID 064-NP04041,,,,Byty,Klidná část obce,1. 6. 2025,Kanalizace,Dálkový rozvod,,8.0,58 m²,,Panelová,Velmi dobrý,,Plynovod,,C,2+1,2.0,62 m²,Osobní,,724 m²,,,Ano,,,"Vlak, Dálnice, Silnice, MHD, Autobus",230 V,,Ano,,,,,,,,
414314,"Prodej pozemku 1127 m², Nový Šaldorf-Sedlešovice(ID 213-NP01988)","1 600 000
																		CZK/ za nemovitost","48°49'21.5""N,16°02'59.2""E",remax,2025-05-15 17:26:29,2025-05-15 17:26:29,False,https://www.remax-czech.cz/reality/detail/414314/prodej-pozemku-1127-m2-novy-saldorf-sedlesovice,"Cena je kompletní, bez dalších poplatků!",Prodávající si vyhrazuje právo vybrat kupujícího na základě jím zvolených kritérií.,ID 213-NP01988,Pro bydlení,1 127 m²,"Vodovod, Elektřina",Pozemky,Polosamota,1. 6. 2025,,,,,,,,,,,,,,,,,,,,,,,,Silnice,230 V,,,,,,,,,,
414280,"Prodej bytu 3+kk v osobním vlastnictví 75 m², Liberec(ID 218-NP06438)","7 990 000
																		CZK/ za nemovitost","50°46'50.4""N,15°02'43.8""E",remax,2025-05-15 17:26:29,2025-05-15 17:26:29,False,https://www.remax-czech.cz/reality/detail/414280/prodej-bytu-3-kk-v-osobnim-vlastnictvi-75-m2-liberec,,Prodávající si vyhrazuje právo vybrat kupujícího na základě jím zvolených kritérií.,ID 218-NP06438,,,,Byty,Klidná část obce,6. 5. 2025,Kanalizace,Dálkový rozvod,,12.0,75 m²,,Smíšená,Novostavba,,,,B,3+kk,8.0,75 m²,Osobní,Ano,75 m²,1.0,,Ano,,"Telefon, Internet","Vlak, Dálnice, Silnice, MHD, Autobus","120 V, 230 V, 400 V","Satelit, Kabelová televize, Kabelové rozvody, Ostatní rozvody",Ano,,,,Obytná,Ano,,,
